Train_ID,Train_Number,Train_Name,Train_Type,Source_Station,Destination_Station,Distance_KM,Service_Frequency,Zone_Code,Start_Time,End_Time
1212,13212,Kolkata Mail Express,Mail,NE02,NE07,2074,Daily,SER,00:36,14:22
1213,13213,Hubballi Passenger Express,Passenger,NE05,NF02,1168,Weekly,SWR,18:22,01:22
1214,13214,Chennai Vande Bharat Express,Vande Bharat,NE08,NF05,669,Bi-weekly,SR,08:13,03:59
1215,13215,Jabalpur Express Express,Express,NF03,NF08,378,Daily,WCR,16:43,14:54
1216,13216,Mumbai Superfast Express,Superfast,NF06,NW03,91,Weekly,WR,06:11,13:38
1217,13217,Mumbai Mail Express,Mail,NW01,NW06,2163,Bi-weekly,CR,08:14,21:40
1218,13218,Kolkata Passenger Express,Passenger,NW04,SC01,1854,Daily,ER,10:26,08:44
1219,13219,Hajipur Vande Bharat Express,Vande Bharat,NW07,SC04,568,Weekly,ECR,22:10,10:18
1220,13220,Bhubaneswar Express Express,Express,SC02,SC07,1570,Bi-weekly,ECoR,15:55,18:14
1221,13221,New Delhi Superfast Express,Superfast,SC05,SE02,559,Daily,NR,20:29,02:49
1222,13222,Prayagraj Mail Express,Mail,SC08,SE05,1584,Weekly,NCR,00:46,13:36
1223,13223,Gorakhpur Passenger Express,Passenger,SE03,SE08,2086,Bi-weekly,NER,11:27,14:11
1224,13224,Guwahati Vande Bharat Express,Vande Bharat,SE06,SE03,431,Daily,NFR,19:12,11:16
1225,13225,Jaipur Express Express,Express,SE01,SE06,614,Weekly,NWR,13:48,10:08
1226,13226,Secunderabad Superfast Express,Superfast,SE04,SW01,647,Bi-weekly,SCR,03:52,07:22
1227,13227,Bilaspur Mail Express,Mail,SE07,SW04,244,Daily,SECR,10:54,09:39
1228,13228,Kolkata Passenger Express,Passenger,SW02,SW07,502,Weekly,SER,03:43,01:26
1229,13229,Hubballi Vande Bharat Express,Vande Bharat,SW05,SR02,814,Bi-weekly,SWR,00:31,22:04
1230,13230,Chennai Express Express,Express,SW08,SR05,1972,Daily,SR,12:43,02:52
1231,13231,Jabalpur Superfast Express,Superfast,SR03,SR08,106,Weekly,WCR,20:39,07:00
1232,13232,Mumbai Mail Express,Mail,SR06,WC03,1497,Bi-weekly,WR,02:36,17:16
1233,13233,Mumbai Passenger Express,Passenger,WC01,WC06,633,Daily,CR,05:13,02:14
1234,13234,Kolkata Vande Bharat Express,Vande Bharat,WC04,WR01,1609,Weekly,ER,06:46,18:45
1235,13235,Hajipur Express Express,Express,WC07,WR04,1331,Bi-weekly,ECR,07:55,04:27
1236,13236,Bhubaneswar Superfast Express,Superfast,WR02,WR07,1132,Daily,ECoR,17:32,18:55
1237,13237,New Delhi Mail Express,Mail,WR05,CR02,986,Weekly,NR,20:10,21:10
1238,13238,Prayagraj Passenger Express,Passenger,WR08,CR05,2052,Bi-weekly,NCR,08:57,02:27
1239,13239,Gorakhpur Vande Bharat Express,Vande Bharat,CR03,CR08,2172,Daily,NER,01:15,01:19
1240,13240,Guwahati Express Express,Express,CR06,ER03,985,Weekly,NFR,14:15,03:10
1241,13241,Jaipur Superfast Express,Superfast,ER01,ER06,2257,Bi-weekly,NWR,21:13,04:03
1242,13242,Secunderabad Mail Express,Mail,ER04,EC01,2305,Daily,SCR,16:45,06:38
1243,13243,Bilaspur Passenger Express,Passenger,ER07,EC04,218,Weekly,SECR,15:34,07:42
1244,13244,Kolkata Vande Bharat Express,Vande Bharat,EC02,EC07,1579,Bi-weekly,SER,10:11,00:56
1245,13245,Hubballi Express Express,Express,EC05,EC02,732,Daily,SWR,06:40,05:22
1246,13246,Chennai Superfast Express,Superfast,EC08,EC05,1729,Weekly,SR,13:39,00:27
1247,13247,Jabalpur Mail Express,Mail,EC03,EC08,1182,Bi-weekly,WCR,14:09,03:45
1248,13248,Mumbai Passenger Express,Passenger,EC06,NR03,1642,Daily,WR,18:16,22:16
1249,13249,Mumbai Vande Bharat Express,Vande Bharat,NR01,NR06,1590,Weekly,CR,03:55,07:48
1250,13250,Kolkata Express Express,Express,NR04,NC01,848,Bi-weekly,ER,18:27,01:11
1251,13251,Hajipur Superfast Express,Superfast,NR07,NC04,1665,Daily,ECR,04:16,12:15
1252,13252,Bhubaneswar Mail Express,Mail,NC02,NC07,378,Weekly,ECoR,14:41,16:56
1253,13253,New Delhi Passenger Express,Passenger,NC05,NE02,368,Bi-weekly,NR,09:14,20:32
1254,13254,Prayagraj Vande Bharat Express,Vande Bharat,NC08,NE05,308,Daily,NCR,15:02,06:43
1255,13255,Gorakhpur Express Express,Express,NE03,NE08,1253,Weekly,NER,17:34,19:33
1256,13256,Guwahati Superfast Express,Superfast,NE06,NF03,211,Bi-weekly,NFR,01:46,00:22
1257,13257,Jaipur Mail Express,Mail,NF01,NF06,117,Daily,NWR,06:35,03:27
1258,13258,Secunderabad Passenger Express,Passenger,NF04,NW01,2390,Weekly,SCR,01:03,06:49
1259,13259,Bilaspur Vande Bharat Express,Vande Bharat,NF07,NW04,1021,Bi-weekly,SECR,14:02,16:04
1260,13260,Kolkata Express Express,Express,NW02,NW07,1731,Daily,SER,03:51,06:11
1261,13261,Hubballi Superfast Express,Superfast,NW05,SC02,861,Weekly,SWR,00:09,13:18
1262,13262,Chennai Mail Express,Mail,NW08,SC05,900,Bi-weekly,SR,18:07,09:11
1263,13263,Jabalpur Passenger Express,Passenger,SC03,SC08,1200,Daily,WCR,07:02,01:51
1264,13264,Mumbai Vande Bharat Express,Vande Bharat,SC06,SE03,212,Weekly,WR,18:54,10:18
1265,13265,Mumbai Express Express,Express,SE01,SE06,1881,Bi-weekly,CR,22:07,22:56
1266,13266,Kolkata Superfast Express,Superfast,SE04,SE01,410,Daily,ER,01:42,01:36
1267,13267,Hajipur Mail Express,Mail,SE07,SE04,230,Weekly,ECR,15:13,02:03
1268,13268,Bhubaneswar Passenger Express,Passenger,SE02,SE07,517,Bi-weekly,ECoR,12:04,18:36
1269,13269,New Delhi Vande Bharat Express,Vande Bharat,SE05,SW02,769,Daily,NR,22:39,15:10
1270,13270,Prayagraj Express Express,Express,SE08,SW05,1728,Weekly,NCR,12:59,10:40
1271,13271,Gorakhpur Superfast Express,Superfast,SW03,SW08,871,Bi-weekly,NER,00:07,19:44
1272,13272,Guwahati Mail Express,Mail,SW06,SR03,926,Daily,NFR,16:00,00:30
1273,13273,Jaipur Passenger Express,Passenger,SR01,SR06,1529,Weekly,NWR,21:45,05:48
1274,13274,Secunderabad Vande Bharat Express,Vande Bharat,SR04,WC01,1220,Bi-weekly,SCR,18:10,00:03
1275,13275,Bilaspur Express Express,Express,SR07,WC04,2378,Daily,SECR,01:56,16:08
1276,13276,Kolkata Superfast Express,Superfast,WC02,WC07,2084,Weekly,SER,03:08,13:17
1277,13277,Hubballi Mail Express,Mail,WC05,WR02,754,Bi-weekly,SWR,04:36,00:14
1278,13278,Chennai Passenger Express,Passenger,WC08,WR05,1363,Daily,SR,11:41,04:38
1279,13279,Jabalpur Vande Bharat Express,Vande Bharat,WR03,WR08,1843,Weekly,WCR,08:15,12:34
1280,13280,Mumbai Express Express,Express,WR06,CR03,298,Bi-weekly,WR,12:09,13:55
1281,13281,Mumbai Superfast Express,Superfast,CR01,CR06,1326,Daily,CR,17:18,21:48
1282,13282,Kolkata Mail Express,Mail,CR04,ER01,2206,Weekly,ER,17:38,12:55
1283,13283,Hajipur Passenger Express,Passenger,CR07,ER04,2047,Bi-weekly,ECR,09:05,00:14
1284,13284,Bhubaneswar Vande Bharat Express,Vande Bharat,ER02,ER07,225,Daily,ECoR,04:06,22:05
1285,13285,New Delhi Express Express,Express,ER05,EC02,1534,Weekly,NR,08:10,16:58
1286,13286,Prayagraj Superfast Express,Superfast,ER08,EC05,1914,Bi-weekly,NCR,22:35,15:08
1287,13287,Gorakhpur Mail Express,Mail,EC03,EC08,2057,Daily,NER,17:15,08:36
1288,13288,Guwahati Passenger Express,Passenger,EC06,EC03,110,Weekly,NFR,18:16,01:19
1289,13289,Jaipur Vande Bharat Express,Vande Bharat,EC01,EC06,2018,Bi-weekly,NWR,06:32,18:02
1290,13290,Secunderabad Express Express,Express,EC04,NR01,1843,Daily,SCR,06:41,04:08
1291,13291,Bilaspur Superfast Express,Superfast,EC07,NR04,1908,Weekly,SECR,18:58,15:27
1292,13292,Kolkata Mail Express,Mail,NR02,NR07,532,Bi-weekly,SER,06:38,07:29
1293,13293,Hubballi Passenger Express,Passenger,NR05,NC02,469,Daily,SWR,10:14,02:07
1294,13294,Chennai Vande Bharat Express,Vande Bharat,NR08,NC05,1282,Weekly,SR,08:05,11:09
1295,13295,Jabalpur Express Express,Express,NC03,NC08,115,Bi-weekly,WCR,03:26,21:14
1296,13296,Mumbai Superfast Express,Superfast,NC06,NE03,740,Daily,WR,05:21,16:19
1297,13297,Mumbai Mail Express,Mail,NE01,NE06,1605,Weekly,CR,20:56,12:42
1298,13298,Kolkata Passenger Express,Passenger,NE04,NF01,2212,Bi-weekly,ER,18:17,03:06
1299,13299,Hajipur Vande Bharat Express,Vande Bharat,NE07,NF04,2126,Daily,ECR,12:17,07:16
1300,13300,Bhubaneswar Express Express,Express,NF02,NF07,1940,Weekly,ECoR,14:52,06:28
1301,13301,New Delhi Superfast Express,Superfast,NF05,NW02,362,Bi-weekly,NR,22:30,12:24
1302,13302,Prayagraj Mail Express,Mail,NF08,NW05,708,Daily,NCR,21:29,15:02
1303,13303,Gorakhpur Passenger Express,Passenger,NW03,NW08,720,Weekly,NER,18:05,02:48
1304,13304,Guwahati Vande Bharat Express,Vande Bharat,NW06,SC03,796,Bi-weekly,NFR,06:33,04:02
1305,13305,Jaipur Express Express,Express,SC01,SC06,90,Daily,NWR,01:09,16:17
1306,13306,Secunderabad Superfast Express,Superfast,SC04,SE01,246,Weekly,SCR,00:28,19:20
1307,13307,Bilaspur Mail Express,Mail,SC07,SE04,228,Bi-weekly,SECR,05:29,04:58
1308,13308,Kolkata Passenger Express,Passenger,SE02,SE07,1851,Daily,SER,07:57,07:08
1309,13309,Hubballi Vande Bharat Express,Vande Bharat,SE05,SE02,2256,Weekly,SWR,22:18,13:10
1310,13310,Chennai Express Express,Express,SE08,SE05,1568,Bi-weekly,SR,15:42,13:42
1311,13311,Jabalpur Superfast Express,Superfast,SE03,SE08,1367,Daily,WCR,18:10,11:24
1312,13312,Mumbai Mail Express,Mail,SE06,SW03,1317,Weekly,WR,03:19,21:06
1313,13313,Mumbai Passenger Express,Passenger,SW01,SW06,1553,Bi-weekly,CR,15:28,00:02
1314,13314,Kolkata Vande Bharat Express,Vande Bharat,SW04,SR01,719,Daily,ER,02:05,03:11
1315,13315,Hajipur Express Express,Express,SW07,SR04,2025,Weekly,ECR,14:01,14:08
1316,13316,Bhubaneswar Superfast Express,Superfast,SR02,SR07,1056,Bi-weekly,ECoR,00:05,03:26
1317,13317,New Delhi Mail Express,Mail,SR05,WC02,1154,Daily,NR,08:37,16:43
1318,13318,Prayagraj Passenger Express,Passenger,SR08,WC05,1423,Weekly,NCR,12:29,05:29
1319,13319,Gorakhpur Vande Bharat Express,Vande Bharat,WC03,WC08,103,Bi-weekly,NER,22:22,17:57
1320,13320,Guwahati Express Express,Express,WC06,WR03,1232,Daily,NFR,19:28,03:01
1321,13321,Jaipur Superfast Express,Superfast,WR01,WR06,394,Weekly,NWR,21:28,07:26
1322,13322,Secunderabad Mail Express,Mail,WR04,CR01,673,Bi-weekly,SCR,20:59,01:43
1323,13323,Bilaspur Passenger Express,Passenger,WR07,CR04,858,Daily,SECR,01:55,01:12
1324,13324,Kolkata Vande Bharat Express,Vande Bharat,CR02,CR07,139,Weekly,SER,10:35,07:04
1325,13325,Hubballi Express Express,Express,CR05,ER02,349,Bi-weekly,SWR,21:48,21:31
1326,13326,Chennai Superfast Express,Superfast,CR08,ER05,1346,Daily,SR,18:36,10:17
1327,13327,Jabalpur Mail Express,Mail,ER03,ER08,1206,Weekly,WCR,01:11,16:52
1328,13328,Mumbai Passenger Express,Passenger,ER06,EC03,316,Bi-weekly,WR,02:05,18:18
1329,13329,Mumbai Vande Bharat Express,Vande Bharat,EC01,EC06,838,Daily,CR,00:58,09:47
1330,13330,Kolkata Express Express,Express,EC04,EC01,1721,Weekly,ER,03:48,12:36
1331,13331,Hajipur Superfast Express,Superfast,EC07,EC04,544,Bi-weekly,ECR,19:55,09:05
1332,13332,Bhubaneswar Mail Express,Mail,EC02,EC07,2049,Daily,ECoR,20:30,13:13
1333,13333,New Delhi Passenger Express,Passenger,EC05,NR02,236,Weekly,NR,21:28,06:41
1334,13334,Prayagraj Vande Bharat Express,Vande Bharat,EC08,NR05,140,Bi-weekly,NCR,01:14,10:22
1335,13335,Gorakhpur Express Express,Express,NR03,NR08,514,Daily,NER,08:20,12:33
1336,13336,Guwahati Superfast Express,Superfast,NR06,NC03,2128,Weekly,NFR,18:17,20:31
1337,13337,Jaipur Mail Express,Mail,NC01,NC06,515,Bi-weekly,NWR,07:44,18:22
1338,13338,Secunderabad Passenger Express,Passenger,NC04,NE01,445,Daily,SCR,04:06,16:30
1339,13339,Bilaspur Vande Bharat Express,Vande Bharat,NC07,NE04,1126,Weekly,SECR,15:49,18:08
1340,13340,Kolkata Express Express,Express,NE02,NE07,1447,Bi-weekly,SER,20:46,07:23
1341,13341,Hubballi Superfast Express,Superfast,NE05,NF02,2145,Daily,SWR,00:31,02:53
1342,13342,Chennai Mail Express,Mail,NE08,NF05,169,Weekly,SR,00:19,04:29
1343,13343,Jabalpur Passenger Express,Passenger,NF03,NF08,775,Bi-weekly,WCR,08:33,12:56
1344,13344,Mumbai Vande Bharat Express,Vande Bharat,NF06,NW03,1195,Daily,WR,12:40,04:40
1345,13345,Mumbai Express Express,Express,NW01,NW06,2079,Weekly,CR,07:10,07:16
1346,13346,Kolkata Superfast Express,Superfast,NW04,SC01,1437,Bi-weekly,ER,19:35,02:18
1347,13347,Hajipur Mail Express,Mail,NW07,SC04,1679,Daily,ECR,07:35,15:19
1348,13348,Bhubaneswar Passenger Express,Passenger,SC02,SC07,1581,Weekly,ECoR,09:08,08:26
1349,13349,New Delhi Vande Bharat Express,Vande Bharat,SC05,SE02,85,Bi-weekly,NR,20:31,00:52
1350,13350,Prayagraj Express Express,Express,SC08,SE05,2063,Daily,NCR,00:09,08:30
1351,13351,Gorakhpur Superfast Express,Superfast,SE03,SE08,1763,Weekly,NER,09:36,00:39
1352,13352,Guwahati Mail Express,Mail,SE06,SE03,2203,Bi-weekly,NFR,12:27,06:57
1353,13353,Jaipur Passenger Express,Passenger,SE01,SE06,157,Daily,NWR,06:08,19:28
1354,13354,Secunderabad Vande Bharat Express,Vande Bharat,SE04,SW01,2219,Weekly,SCR,15:33,11:12
1355,13355,Bilaspur Express Express,Express,SE07,SW04,1383,Bi-weekly,SECR,15:57,12:56
1356,13356,Kolkata Superfast Express,Superfast,SW02,SW07,2271,Daily,SER,12:26,03:16
1357,13357,Hubballi Mail Express,Mail,SW05,SR02,2119,Weekly,SWR,03:23,16:14
1358,13358,Chennai Passenger Express,Passenger,SW08,SR05,2339,Bi-weekly,SR,14:01,05:44
1359,13359,Jabalpur Vande Bharat Express,Vande Bharat,SR03,SR08,2082,Daily,WCR,21:51,01:43
1360,13360,Mumbai Express Express,Express,SR06,WC03,335,Weekly,WR,01:41,10:38
1361,13361,Mumbai Superfast Express,Superfast,WC01,WC06,2055,Bi-weekly,CR,01:31,19:26
1362,13362,Kolkata Mail Express,Mail,WC04,WR01,1294,Daily,ER,11:54,01:52
1363,13363,Hajipur Passenger Express,Passenger,WC07,WR04,1974,Weekly,ECR,18:24,11:22
1364,13364,Bhubaneswar Vande Bharat Express,Vande Bharat,WR02,WR07,663,Bi-weekly,ECoR,20:30,16:06
1365,13365,New Delhi Express Express,Express,WR05,CR02,1910,Daily,NR,15:59,03:32
1366,13366,Prayagraj Superfast Express,Superfast,WR08,CR05,1265,Weekly,NCR,12:03,10:17
1367,13367,Gorakhpur Mail Express,Mail,CR03,CR08,1512,Bi-weekly,NER,05:26,14:03
1368,13368,Guwahati Passenger Express,Passenger,CR06,ER03,1905,Daily,NFR,16:03,01:51
1369,13369,Jaipur Vande Bharat Express,Vande Bharat,ER01,ER06,737,Weekly,NWR,19:29,07:16
1370,13370,Secunderabad Express Express,Express,ER04,EC01,1608,Bi-weekly,SCR,02:24,07:09
1371,13371,Bilaspur Superfast Express,Superfast,ER07,EC04,898,Daily,SECR,12:40,01:52
1372,13372,Kolkata Mail Express,Mail,EC02,EC07,2118,Weekly,SER,15:55,09:49
1373,13373,Hubballi Passenger Express,Passenger,EC05,EC02,1767,Bi-weekly,SWR,12:10,12:54
1374,13374,Chennai Vande Bharat Express,Vande Bharat,EC08,EC05,2364,Daily,SR,10:14,17:04
1375,13375,Jabalpur Express Express,Express,EC03,EC08,430,Weekly,WCR,12:59,07:26
1376,13376,Mumbai Superfast Express,Superfast,EC06,NR03,827,Bi-weekly,WR,10:00,13:35
1377,13377,Mumbai Mail Express,Mail,NR01,NR06,812,Daily,CR,06:45,04:02
1378,13378,Kolkata Passenger Express,Passenger,NR04,NC01,173,Weekly,ER,20:21,02:52
1379,13379,Hajipur Vande Bharat Express,Vande Bharat,NR07,NC04,424,Bi-weekly,ECR,07:01,15:41
1380,13380,Bhubaneswar Express Express,Express,NC02,NC07,1835,Daily,ECoR,06:19,21:49
1381,13381,New Delhi Superfast Express,Superfast,NC05,NE02,166,Weekly,NR,15:48,12:38
1382,13382,Prayagraj Mail Express,Mail,NC08,NE05,82,Bi-weekly,NCR,00:02,03:59
1383,13383,Gorakhpur Passenger Express,Passenger,NE03,NE08,1551,Daily,NER,17:17,21:11
1384,13384,Guwahati Vande Bharat Express,Vande Bharat,NE06,NF03,2173,Weekly,NFR,00:01,01:47
1385,13385,Jaipur Express Express,Express,NF01,NF06,677,Bi-weekly,NWR,10:28,18:20
1386,13386,Secunderabad Superfast Express,Superfast,NF04,NW01,95,Daily,SCR,08:17,16:45
1387,13387,Bilaspur Mail Express,Mail,NF07,NW04,293,Weekly,SECR,18:04,14:23
1388,13388,Kolkata Passenger Express,Passenger,NW02,NW07,778,Bi-weekly,SER,11:18,18:58
1389,13389,Hubballi Vande Bharat Express,Vande Bharat,NW05,SC02,1972,Daily,SWR,10:30,10:47
1390,13390,Chennai Express Express,Express,NW08,SC05,1361,Weekly,SR,10:24,08:33
1391,13391,Jabalpur Superfast Express,Superfast,SC03,SC08,1678,Bi-weekly,WCR,09:48,19:25
1392,13392,Mumbai Mail Express,Mail,SC06,SE03,2188,Daily,WR,03:55,06:33
1393,13393,Mumbai Passenger Express,Passenger,SE01,SE06,737,Weekly,CR,10:20,16:04
1394,13394,Kolkata Vande Bharat Express,Vande Bharat,SE04,SE01,2024,Bi-weekly,ER,20:33,12:41
1395,13395,Hajipur Express Express,Express,SE07,SE04,541,Daily,ECR,17:13,15:18
1396,13396,Bhubaneswar Superfast Express,Superfast,SE02,SE07,1811,Weekly,ECoR,18:12,14:29
1397,13397,New Delhi Mail Express,Mail,SE05,SW02,762,Bi-weekly,NR,13:59,00:57
1398,13398,Prayagraj Passenger Express,Passenger,SE08,SW05,2065,Daily,NCR,12:36,08:07
1399,13399,Gorakhpur Vande Bharat Express,Vande Bharat,SW03,SW08,1405,Weekly,NER,18:13,16:44
1400,13400,Guwahati Express Express,Express,SW06,SR03,1839,Bi-weekly,NFR,07:23,09:51
1401,13401,Jaipur Superfast Express,Superfast,SR01,SR06,2169,Daily,NWR,09:58,13:23
1402,13402,Secunderabad Mail Express,Mail,SR04,WC01,81,Weekly,SCR,14:38,22:43
1403,13403,Bilaspur Passenger Express,Passenger,SR07,WC04,148,Bi-weekly,SECR,13:44,11:25
1404,13404,Kolkata Vande Bharat Express,Vande Bharat,WC02,WC07,1959,Daily,SER,14:40,10:16
1405,13405,Hubballi Express Express,Express,WC05,WR02,1284,Weekly,SWR,22:36,16:07
1406,13406,Chennai Superfast Express,Superfast,WC08,WR05,2372,Bi-weekly,SR,05:58,10:55
1407,13407,Jabalpur Mail Express,Mail,WR03,WR08,2149,Daily,WCR,17:54,14:50
1408,13408,Mumbai Passenger Express,Passenger,WR06,CR03,479,Weekly,WR,01:32,18:45
1409,13409,Mumbai Vande Bharat Express,Vande Bharat,CR01,CR06,1304,Bi-weekly,CR,11:36,19:50
1410,13410,Kolkata Express Express,Express,CR04,ER01,334,Daily,ER,13:22,18:30
1411,13411,Hajipur Superfast Express,Superfast,CR07,ER04,2379,Weekly,ECR,09:40,02:55
1412,13412,Bhubaneswar Mail Express,Mail,ER02,ER07,436,Bi-weekly,ECoR,08:50,22:29
1413,13413,New Delhi Passenger Express,Passenger,ER05,EC02,1204,Daily,NR,01:58,00:01
1414,13414,Prayagraj Vande Bharat Express,Vande Bharat,ER08,EC05,1178,Weekly,NCR,00:09,14:42
1415,13415,Gorakhpur Express Express,Express,EC03,EC08,771,Bi-weekly,NER,18:36,05:42
1416,13416,Guwahati Superfast Express,Superfast,EC06,EC03,1453,Daily,NFR,18:09,05:18
1417,13417,Jaipur Mail Express,Mail,EC01,EC06,872,Weekly,NWR,20:43,12:32
1418,13418,Secunderabad Passenger Express,Passenger,EC04,NR01,2135,Bi-weekly,SCR,10:13,03:19
1419,13419,Bilaspur Vande Bharat Express,Vande Bharat,EC07,NR04,1595,Daily,SECR,10:25,11:58
1420,13420,Kolkata Express Express,Express,NR02,NR07,2394,Weekly,SER,03:06,05:51
1421,13421,Hubballi Superfast Express,Superfast,NR05,NC02,1146,Bi-weekly,SWR,19:38,12:16
1422,13422,Chennai Mail Express,Mail,NR08,NC05,878,Daily,SR,03:31,06:17
1423,13423,Jabalpur Passenger Express,Passenger,NC03,NC08,171,Weekly,WCR,18:56,11:32
1424,13424,Mumbai Vande Bharat Express,Vande Bharat,NC06,NE03,2227,Bi-weekly,WR,11:37,09:30
1425,13425,Mumbai Express Express,Express,NE01,NE06,1290,Daily,CR,16:36,11:04
1426,13426,Kolkata Superfast Express,Superfast,NE04,NF01,2178,Weekly,ER,20:11,06:58
1427,13427,Hajipur Mail Express,Mail,NE07,NF04,824,Bi-weekly,ECR,18:47,19:00
1428,13428,Bhubaneswar Passenger Express,Passenger,NF02,NF07,1200,Daily,ECoR,13:50,05:18
1429,13429,New Delhi Vande Bharat Express,Vande Bharat,NF05,NW02,497,Weekly,NR,17:59,03:13
1430,13430,Prayagraj Express Express,Express,NF08,NW05,792,Bi-weekly,NCR,20:26,06:19
1431,13431,Gorakhpur Superfast Express,Superfast,NW03,NW08,1467,Daily,NER,08:08,18:25
1432,13432,Guwahati Mail Express,Mail,NW06,SC03,675,Weekly,NFR,16:44,03:04
1433,13433,Jaipur Passenger Express,Passenger,SC01,SC06,185,Bi-weekly,NWR,17:37,18:37
1434,13434,Secunderabad Vande Bharat Express,Vande Bharat,SC04,SE01,1011,Daily,SCR,13:43,09:54
1435,13435,Bilaspur Express Express,Express,SC07,SE04,2167,Weekly,SECR,18:59,08:06
1436,13436,Kolkata Superfast Express,Superfast,SE02,SE07,1203,Bi-weekly,SER,17:46,08:17
1437,13437,Hubballi Mail Express,Mail,SE05,SE02,1113,Daily,SWR,18:03,07:13
1438,13438,Chennai Passenger Express,Passenger,SE08,SE05,1949,Weekly,SR,10:05,06:02
1439,13439,Jabalpur Vande Bharat Express,Vande Bharat,SE03,SE08,1183,Bi-weekly,WCR,22:34,19:44
1440,13440,Mumbai Express Express,Express,SE06,SW03,2128,Daily,WR,07:57,05:26
1441,13441,Mumbai Superfast Express,Superfast,SW01,SW06,1660,Weekly,CR,06:15,02:00
1442,13442,Kolkata Mail Express,Mail,SW04,SR01,1242,Bi-weekly,ER,22:13,10:56
1443,13443,Hajipur Passenger Express,Passenger,SW07,SR04,1871,Daily,ECR,00:30,03:14
1444,13444,Bhubaneswar Vande Bharat Express,Vande Bharat,SR02,SR07,651,Weekly,ECoR,14:11,05:13
1445,13445,New Delhi Express Express,Express,SR05,WC02,907,Bi-weekly,NR,15:23,07:31
1446,13446,Prayagraj Superfast Express,Superfast,SR08,WC05,1506,Daily,NCR,00:53,21:36
1447,13447,Gorakhpur Mail Express,Mail,WC03,WC08,1413,Weekly,NER,15:26,08:21
1448,13448,Guwahati Passenger Express,Passenger,WC06,WR03,450,Bi-weekly,NFR,19:19,06:57
1449,13449,Jaipur Vande Bharat Express,Vande Bharat,WR01,WR06,1255,Daily,NWR,14:14,06:43
1450,13450,Secunderabad Express Express,Express,WR04,CR01,1126,Weekly,SCR,03:50,09:40
1451,13451,Bilaspur Superfast Express,Superfast,WR07,CR04,871,Bi-weekly,SECR,12:46,20:12
1452,13452,Kolkata Mail Express,Mail,CR02,CR07,1640,Daily,SER,21:38,03:11
1453,13453,Hubballi Passenger Express,Passenger,CR05,ER02,550,Weekly,SWR,02:45,22:31
1454,13454,Chennai Vande Bharat Express,Vande Bharat,CR08,ER05,1469,Bi-weekly,SR,17:24,10:35
1455,13455,Jabalpur Express Express,Express,ER03,ER08,786,Daily,WCR,01:34,18:04
1456,13456,Mumbai Superfast Express,Superfast,ER06,EC03,582,Weekly,WR,06:48,11:32
1457,13457,Mumbai Mail Express,Mail,EC01,EC06,1577,Bi-weekly,CR,06:42,00:06
1458,13458,Kolkata Passenger Express,Passenger,EC04,EC01,1972,Daily,ER,15:10,10:03
1459,13459,Hajipur Vande Bharat Express,Vande Bharat,EC07,EC04,1638,Weekly,ECR,17:16,08:14
1460,13460,Bhubaneswar Express Express,Express,EC02,EC07,983,Bi-weekly,ECoR,06:14,09:51
1461,13461,New Delhi Superfast Express,Superfast,EC05,NR02,1849,Daily,NR,06:56,04:54
1462,13462,Prayagraj Mail Express,Mail,EC08,NR05,797,Weekly,NCR,12:12,17:19
1463,13463,Gorakhpur Passenger Express,Passenger,NR03,NR08,2104,Bi-weekly,NER,01:30,03:53
1464,13464,Guwahati Vande Bharat Express,Vande Bharat,NR06,NC03,1047,Daily,NFR,15:52,12:03
1465,13465,Jaipur Express Express,Express,NC01,NC06,592,Weekly,NWR,04:54,20:28
1466,13466,Secunderabad Superfast Express,Superfast,NC04,NE01,2144,Bi-weekly,SCR,05:40,09:14
1467,13467,Bilaspur Mail Express,Mail,NC07,NE04,660,Daily,SECR,09:20,04:20
1468,13468,Kolkata Passenger Express,Passenger,NE02,NE07,378,Weekly,SER,22:22,02:34
1469,13469,Hubballi Vande Bharat Express,Vande Bharat,NE05,NF02,2128,Bi-weekly,SWR,08:50,14:44
1470,13470,Chennai Express Express,Express,NE08,NF05,767,Daily,SR,00:20,21:47
1471,13471,Jabalpur Superfast Express,Superfast,NF03,NF08,1899,Weekly,WCR,20:22,07:55
1472,13472,Mumbai Mail Express,Mail,NF06,NW03,1405,Bi-weekly,WR,06:16,20:03
1473,13473,Mumbai Passenger Express,Passenger,NW01,NW06,223,Daily,CR,16:00,03:59
1474,13474,Kolkata Vande Bharat Express,Vande Bharat,NW04,SC01,1067,Weekly,ER,16:29,02:11
1475,13475,Hajipur Express Express,Express,NW07,SC04,1845,Bi-weekly,ECR,02:35,08:22
1476,13476,Bhubaneswar Superfast Express,Superfast,SC02,SC07,2289,Daily,ECoR,13:36,08:22
1477,13477,New Delhi Mail Express,Mail,SC05,SE02,1670,Weekly,NR,00:14,13:37
1478,13478,Prayagraj Passenger Express,Passenger,SC08,SE05,294,Bi-weekly,NCR,18:32,05:45
1479,13479,Gorakhpur Vande Bharat Express,Vande Bharat,SE03,SE08,2378,Daily,NER,09:17,06:35
1480,13480,Guwahati Express Express,Express,SE06,SE03,189,Weekly,NFR,11:01,00:25
1481,13481,Jaipur Superfast Express,Superfast,SE01,SE06,1809,Bi-weekly,NWR,20:05,05:25
1482,13482,Secunderabad Mail Express,Mail,SE04,SW01,1411,Daily,SCR,22:41,12:03
